Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
6/9/2016,17955.8,17986.15,17801.55,17887.7,107528433,2437.91
6/10/2016,17830.2,18051.5,17815.25,17828.6,94174779,2392.43
6/13/2016,17620.55,17666.55,17527.55,17593.95,72871679,1967.88
6/14/2016,17698.95,17719.85,17575.95,17672.4,94796689,2072.72
6/15/2016,17746.05,17943.65,17659.6,17917.9,119252898,2716.96
6/16/2016,17827.6,17827.6,17545.8,17671.3,132625249,2917.89
6/17/2016,17772.3,17843.15,17590.75,17696.05,91953442,2295.07
6/20/2016,17425.8,17779,17425.8,17718.6,110665302,2595.04
6/21/2016,17761.65,17763.3,17585.65,17619.1,73724929,1760.53
6/22/2016,17610.1,17755.25,17518.15,17626.05,68941887,1925.78
6/23/2016,17630.8,17907.5,17611,17892.45,71430195,2007.67
6/24/2016,17213.85,17459.2,16946.35,17426.05,164607648,4115.86
6/27/2016,17346.3,17611.2,17346.3,17514.95,89947886,2173.17
6/28/2016,17497,17626.7,17481.5,17561.55,73838256,1865.7
6/29/2016,17643.65,17728.95,17580.5,17689.9,60629596,1743.27
6/30/2016,17825.3,17975.05,17795.9,17935.4,118532313,3306.28
7/1/2016,18019.7,18074.95,17955.3,17985.65,69395415,1897.16
7/4/2016,18091.75,18146.35,18054.8,18097.65,88028823,2066.45
7/5/2016,18122.4,18124.1,17989.6,18004.25,71760436,1729.8
7/7/2016,18036.3,18146.55,17997.1,18084.9,66110768,1744.02
7/8/2016,18078.05,18079.2,17910.9,18016.25,71384178,1771.8
7/11/2016,18268.15,18409.45,18243.3,18390.95,95542728,2683.54
7/12/2016,18527.85,18684.45,18464.15,18667.6,119959659,3000.57
7/13/2016,18704.9,18711.6,18546.25,18618.95,91794140,2656.4
7/14/2016,18633.5,18880.9,18580.2,18863.75,119591064,2708.83
7/15/2016,18887.9,19016.1,18772.45,18953.65,98893700,2567.28
7/18/2016,18998.3,19158,18885,18923.4,89841318,2242.05
7/19/2016,18970.15,19030.05,18833.6,18905.15,119764169,2842.96
7/20/2016,18896.8,19016.25,18886.3,18968.2,76186713,2036.75
7/21/2016,18967.4,19000.3,18644.55,18674.3,82995275,2476.38
7/22/2016,18697.8,18735.4,18551.3,18690.4,98151354,2250.3
7/25/2016,18594.95,19035.35,18572.1,18989.6,134300249,3500.74
7/26/2016,18979.1,19044.45,18814.25,18860.85,108819760,3022.24
7/27/2016,18908.45,19125,18882.4,19021.95,102758926,3614.03
7/28/2016,19050.4,19126.75,18998.8,19076.55,150822269,3940.03
7/29/2016,19047.05,19070.15,18912.6,18953.15,84588124,2266.22
8/1/2016,18896.5,19078.5,18634.4,18740.6,107461841,2913.59
8/2/2016,18783.6,18866.55,18671.85,18708.25,93802673,2360.14
8/3/2016,18680.95,18775.4,18542.6,18602,79648244,2267.01
8/4/2016,18724.9,18724.9,18443.65,18571.7,99891602,2543.99
8/5/2016,18725.2,18943.15,18708.25,18925.95,86194390,2482.89
8/8/2016,18986.75,19028.7,18896,18939.45,62653821,1923.87
8/9/2016,18968.65,19008.15,18838.6,18933.3,80282306,2266.83
8/10/2016,18966.85,18985.25,18611.25,18647.8,77578944,2171.83
8/11/2016,18621,18699.2,18537.1,18640.4,101074835,2523.82
8/12/2016,18698.3,18986.8,18695.5,18963.7,198837215,4945.54
8/16/2016,19029.1,19062.2,18839.4,19002.15,94800297,2853.88
8/17/2016,19044.55,19138.35,18966.35,19041.25,81061925,2349.65
8/18/2016,19087.2,19367.45,19083,19352.8,81431396,2692.4
8/19/2016,19419,19457.4,19327.2,19414.7,110378474,3000.38
8/22/2016,19432.6,19493.2,19252.75,19330.25,72766030,2260.39
8/23/2016,19311.9,19372.65,19246.9,19341.65,75741851,2165.09
8/24/2016,19358.7,19392.2,19284.35,19355.6,59389952,1807.5
8/25/2016,19383.7,19432.75,19282.8,19304.25,91833496,3319.88
8/26/2016,19336.45,19358,19133.9,19195.75,62935384,1988.03
8/29/2016,19174.45,19247.85,19096.7,19217,56151054,2097.48
8/30/2016,19306.5,19546.35,19306.5,19531.55,78066462,2862.35
8/31/2016,19595.9,19823.4,19595.9,19787.6,227835482,12621.85
9/1/2016,19805.8,19928.2,19738.3,19788.85,73412522,2347.06
9/2/2016,19830.35,19911.25,19787.6,19883.2,55246832,1827.3
9/6/2016,19990.95,20459.45,19990.95,20426.2,102450560,3418.91
9/7/2016,20505.8,20575.8,20376.75,20406.9,182174112,5025.38
9/8/2016,20439.2,20477.4,20335.2,20417.25,84146556,3133.96
9/9/2016,20274.75,20349.7,20139.15,20245.3,99503901,4359.51
9/12/2016,19861.45,19861.45,19735.55,19790.6,97967394,3482.14
9/14/2016,19757.05,19953.15,19732.15,19909.15,87058786,3004.68
9/15/2016,19927.6,19955.4,19730.25,19837.55,68388707,2351.11
9/16/2016,19935.85,20227.2,19783.6,19855.45,139007912,5335.43
9/19/2016,19892.2,20014.4,19849.65,19906.85,64684600,2681.69
9/20/2016,19957.35,19964.3,19797.5,19852.3,55715315,2056.31
9/21/2016,19902.7,19937.85,19749.95,19828.45,62251845,2199.53
9/22/2016,20153.1,20264.8,19996.9,20109.6,102577164,3200.62
9/23/2016,20136.75,20137.55,19861.45,19901.8,96847196,3780.62
9/26/2016,19792.2,19794.15,19568.35,19591.75,73982979,2552.57
9/27/2016,19652.95,19696.45,19479.15,19518.7,65845836,2254.69
9/28/2016,19542,19700,19509.65,19653.55,117247682,3074.09
9/29/2016,19762.3,19793.2,19059.05,19183.65,239435196,9980.19
9/30/2016,19116,19330.85,19085.2,19285.7,84247936,2589.5
10/3/2016,19395.55,19611.25,19363.95,19589.05,66410113,2033.38
10/4/2016,19641.75,19747.45,19527.35,19672.7,113388061,2928.8
10/5/2016,19801.3,19816.5,19492.8,19536.85,91727046,2529.11
10/6/2016,19518.55,19570.7,19325.8,19395.05,74619781,2686.28
10/7/2016,19398.05,19456,19318,19400.1,62681646,1878.7
10/10/2016,19489.5,19501.45,19351.35,19378.55,40907508,1288.05
10/13/2016,19295.55,19295.55,18824.4,18954.25,95148972,2977.66
10/14/2016,19016.7,19053.5,18926.15,19020.15,61797883,1807.64
10/17/2016,19136.3,19241.75,19002.45,19070.4,123597409,3474.26
10/18/2016,19174.7,19511.8,19162.85,19495.05,104276455,3331.64
10/19/2016,19570.05,19576.3,19322.75,19412.1,65347496,2227.07
10/20/2016,19493.9,19722.85,19479.25,19658.7,97604833,3274.33
10/21/2016,19636.4,19744,19516.4,19710.9,69230448,2310.21
10/24/2016,19763.85,19897.85,19751.65,19807.9,77828035,2375.85
10/25/2016,19907.7,19922.7,19711.95,19834.9,90588204,2477.21
10/26/2016,19581.7,19725.9,19434.5,19483.6,143827550,4605.88
10/27/2016,19452,19544.2,19252.1,19514.6,87647894,3276.15
10/28/2016,19507.85,19589.7,19362,19555.95,68877003,2262.36
10/30/2016,19657.8,19666.8,19484.65,19523.55,8938951,267.09
11/1/2016,19578.6,19591.65,19417.3,19458.6,61792854,1992.47
11/2/2016,19223.5,19296.55,19158.75,19227.9,74364554,2542.39
11/3/2016,19201.95,19319.65,19119.3,19178.7,65915418,1907.41
11/4/2016,19223.85,19223.9,18961.15,19058.1,76173129,2300.58
11/7/2016,19317.85,19378,19233,19356,77290268,2148.35
11/8/2016,19490.75,19549.45,19322.15,19500.8,83951456,2433.93
11/9/2016,18270.9,19587.8,18143.7,19518.25,169946993,5102.23
11/10/2016,19827.5,20283.15,19787.45,20200.25,212502782,5707.96
11/11/2016,20033.85,20309.65,19704.35,19738.8,197925973,5329.2
11/15/2016,19808.35,19861.75,19240.45,19289.75,208769377,6018.37
11/16/2016,19591.25,19611.9,19088.4,19108.1,134590517,4172.68
11/17/2016,19115.9,19328.75,19009.85,19087.85,106724890,3044.75
11/18/2016,19180.3,19216.35,18897.1,18959.05,79393592,2272.08
11/21/2016,19063.8,19075.95,18351.25,18446.4,135622966,3456.39
11/22/2016,18626.7,18650.5,18322.7,18548.65,119912505,3357.39
11/23/2016,18660.55,18669.05,18449.7,18540.9,73799835,2142.47
11/24/2016,18476,18476.35,18215.8,18256.1,120482500,3662.56
11/25/2016,18377.55,18546.35,18266.6,18507.3,81089308,2347.44
11/28/2016,18237.2,18471.65,18187.4,18301.45,106884555,3041.05
11/29/2016,18308.8,18427.4,18188.7,18223.75,81509358,2454.4
11/30/2016,18306.1,18667.85,18262.5,18627.8,89135261,2853.13
12/1/2016,18676.75,18713.1,18389.65,18428.45,62882921,1980.14
12/2/2016,18329.4,18490.5,18163.8,18247.65,84312899,2455.65
12/5/2016,18245,18434.25,18189.5,18408.9,45765934,1417.16
12/6/2016,18459.7,18499.75,18365.95,18420.9,55031739,1519.75
12/7/2016,18515.5,18588.75,17952.6,18234.15,100890980,2738.11
12/8/2016,18342.6,18558.75,18336.95,18515.45,55661159,1715.5
12/9/2016,18567.95,18739.65,18432.3,18695.8,75645795,2199.26
12/12/2016,18616.05,18616.05,18364.05,18392.95,53579188,1551.39
12/13/2016,18354.1,18492.85,18291.35,18466.05,54727502,1660.6
12/14/2016,18480.35,18485.45,18322.9,18341.5,56292640,1882.96
12/15/2016,18143.5,18532,18122.1,18401.15,82787720,2794.29
12/16/2016,18417.9,18428.45,18268.3,18312.8,81868151,3056.57
12/19/2016,18258.1,18316.8,18215.5,18257.05,37244360,1174.33
12/20/2016,18264.1,18274.9,18009.8,18069.4,53850831,1649.45
12/21/2016,18124.6,18167.15,18043.95,18084.5,45881955,1491.46
12/22/2016,18027,18029.6,17839.75,17891.45,50280389,1521.6
12/23/2016,17849.25,17962.3,17819.75,17884,53610316,1594.4
12/26/2016,17825.5,17860.85,17606.9,17655.55,45887571,1309.95
12/27/2016,17677.7,17907.35,17616.1,17879.55,50265645,1457.14
12/28/2016,17929.2,18059.65,17829.15,17876.7,57498370,1692.18
12/29/2016,17861.45,18053.3,17829.4,18033.15,83313390,2141.23
12/30/2016,18026.35,18245.75,18016.8,18177.2,54349583,1546.86
1/2/2017,18242.3,18249,17844.9,17969.6,74444730,1857.24
1/3/2017,18002.75,18115.05,17830.95,18035.6,64513818,1769.3
1/4/2017,18037.45,18092.85,17868.9,17891,50508161,1615.85
1/5/2017,18000.75,18164.05,17977.8,18115.95,68874940,2271.18
1/6/2017,18168.45,18325.5,18157.3,18264,65919927,2174.59
1/9/2017,18314.25,18373.1,18256.15,18286.65,42677260,1404.38
1/10/2017,18351.45,18441.15,18275.75,18409.6,59993426,2012.18
1/11/2017,18535.35,18889.45,18515.25,18830,102842482,3493.47
1/12/2017,18885.45,18966.3,18805.85,18873.95,66286062,1982.54
1/13/2017,18949.7,18952.25,18781.25,18912.1,55762182,1855.3
1/16/2017,18899.7,19134.5,18865.25,19096.45,59319825,1740.77
1/17/2017,19128.15,19202.25,18981.85,19067.05,63686033,1862.62
1/18/2017,19074.85,19276.5,19072.1,19164.5,56898977,1871.38
1/19/2017,19165.35,19185.3,19046.1,19124.25,83679399,2409.78
1/20/2017,18996.6,19071.65,18793.05,18820.8,110140976,3855.9
1/23/2017,18762,18909.65,18722.85,18842.7,97144867,3232.45
1/24/2017,18931,19054.3,18906.95,19023.5,81717037,3118.62
1/25/2017,19120.05,19518.45,19114.15,19473.2,131028002,4672.67
1/27/2017,19588.4,19794.95,19534.9,19708.3,157251635,4654.79
1/30/2017,19718.8,19767.05,19561.1,19585.25,71178678,2113.37
1/31/2017,19533.2,19624.1,19435.45,19515.15,67343878,2331.66
2/1/2017,19522.4,20047.85,19470.95,20020.6,145906975,4549.85
2/2/2017,20053.95,20146.9,19915.2,20070.3,116963782,3279.64
2/3/2017,20061.9,20229.65,20009.95,20196.8,113714035,3092.66
2/6/2017,20307.15,20462.45,20298.05,20371.6,99281709,2853.85
2/7/2017,20367.3,20426.95,20281.5,20327.25,109432014,2835.6
2/8/2017,20335.25,20362.8,20070.15,20245.4,85902788,2626.17
2/9/2017,20312.65,20406.6,20000.35,20151.15,107559620,2763.25
2/10/2017,20225.75,20310,20167.1,20213.9,117595817,3354.08
2/13/2017,20273.65,20308.7,20116.9,20251.8,108967330,3171.01
2/14/2017,20304.5,20314.05,20158.85,20258.1,69832338,2184.7
2/15/2017,20282.1,20368.2,20115.85,20163.7,74195087,2264.21
2/16/2017,20243.25,20295.55,20088.2,20243.7,81485552,2495.9
2/17/2017,20918.45,21042.35,20449.65,20551.35,197061810,17389.12
2/20/2017,20494.85,20702.6,20472.4,20677.1,66182208,1900.02
2/21/2017,20695.9,20903.35,20619.25,20860.95,74587721,2472.87
2/22/2017,20937.6,20958.25,20829.65,20868.45,92261695,3234.58
2/23/2017,20887.65,21011.9,20828.4,20876.65,95406666,4117
2/27/2017,20853.45,20853.45,20584.75,20613.05,60499704,2147.48
2/28/2017,20632.85,20681.3,20560.6,20607.25,76658515,1994.39
3/1/2017,20698.9,20833.75,20678.75,20783.75,75542256,2221.57
3/2/2017,20885,20905,20516.9,20560.05,81044163,2531.48
3/3/2017,20572.85,20580.45,20423.35,20495.6,53179917,1530.14
3/6/2017,20548.95,20727.5,20532.2,20663.65,56093806,1770.09
3/7/2017,20685.95,20701.25,20585.95,20627.5,47804156,1672.58
3/8/2017,20630.15,20715.2,20534.25,20676.55,63112788,2417.86
3/9/2017,20620.55,20780.25,20603.9,20721.35,59782379,2026.91
3/10/2017,20825.9,20876.95,20648.8,20727.55,53537238,1964.77
3/14/2017,21189.85,21274.45,21059.7,21102.7,98698328,3498.01
3/15/2017,21089.4,21216.9,21063.95,21157.9,75243419,2391.61
3/16/2017,21237.5,21289.8,21194.25,21249.9,73921069,2310.19
3/17/2017,21308.45,21336.05,21127.95,21175.05,92308641,3726.23
3/20/2017,21202.55,21202.55,21084.8,21110.25,50376495,1837.69
3/21/2017,21110.65,21146.5,20967,21019,72936344,2481.96
3/22/2017,20815.35,20899,20753.9,20781.35,83727177,3342.31
3/23/2017,20848.75,20934.75,20775.35,20895.5,60387250,2370.82
3/24/2017,20987.6,21174.1,20929.15,21122.55,124797100,3469.38
3/27/2017,21178.1,21179.2,20979.55,21056.9,97615919,2724.96
3/28/2017,21229,21264.95,21145,21225.4,95258847,3085.11
3/29/2017,21291.45,21418.6,21255.75,21391.15,119195883,3822.73
3/30/2017,21374.35,21696,21331.9,21620.7,111132480,4310.1
3/31/2017,21551.85,21574.15,21414,21444.15,103206746,3006.08
4/3/2017,21539.2,21565.45,21408.6,21547.75,61067763,1906.61
4/5/2017,21602.2,21699.3,21499.75,21652.7,84599454,2687.88
4/6/2017,21572.7,21674,21488.9,21622.95,93689427,3046.09
4/7/2017,21536.5,21616.85,21397,21431.15,96285404,2249.17
4/10/2017,21492.05,21552.1,21396.05,21520.15,57491405,1899.75
4/11/2017,21521.45,21753.35,21483.55,21736.15,89433764,2573
4/12/2017,21735.65,21787.1,21551.75,21666.8,78966353,2262.2
4/13/2017,21651.25,21758.85,21627,21686.6,71469667,2103.68
4/17/2017,21700.5,21743.3,21576.75,21647.6,49031440,1613.7
4/18/2017,21706.05,21947,21634.15,21671.85,85174794,2519.03
4/19/2017,21674.1,21706.3,21470.2,21556.35,81449296,2982.23
4/20/2017,21419.45,21558.85,21396,21491.4,100132829,4072.58
4/21/2017,21567.5,21614.55,21386.2,21551.45,77253527,3180.14
4/24/2017,21591.9,21884.85,21578.65,21857.4,84637572,3426.83
4/25/2017,21960.65,22093.25,21900.3,22054.7,88819491,2951.25
4/26/2017,22158.65,22276.05,21814.9,22242.85,133893025,3440.25
4/27/2017,22274.05,22380.85,22169.8,22326.3,166567366,5121.57
4/28/2017,22296.8,22383,22182.55,22358.25,167782299,3435.87
5/2/2017,22412.55,22492.15,22266.15,22341.35,140738147,3271.81
5/3/2017,22445.85,22449,22240.05,22307.3,130697797,2999.79
5/4/2017,22618.3,22743.7,22449.9,22720.1,226413641,6577.31
5/5/2017,22844.85,22853.55,22514,22604.95,255187439,6371.44
5/8/2017,22678.45,22835.15,22632.5,22767.35,106479323,3170.57
5/9/2017,22820.8,22835.35,22664.35,22707.3,81028829,2350.68
5/10/2017,22767.75,22859.4,22742.05,22830.35,73498955,2353.34
5/11/2017,22916.05,22977.85,22764.65,22818.45,78856978,2557.6
5/12/2017,22840.4,22859.15,22578,22671.7,96397424,4278.32
5/15/2017,22735.85,22891.7,22730.35,22821.5,74700041,3207.83
5/16/2017,22857.6,22944.1,22727.65,22928.6,134784390,3836.41
5/17/2017,22972.35,22978.15,22830.1,22935.95,96263996,3028.04
5/18/2017,22750.45,22834.55,22660.2,22698.6,113423012,4013.89
5/19/2017,22761.95,22902.25,22628.45,22769.8,154944222,4945.9
5/22/2017,22874.8,22918.35,22637.75,22652.85,99779442,3093.31
5/23/2017,22674.9,22740.4,22492.2,22582.8,114212196,3364.36
5/24/2017,22624.5,22673.4,22469.8,22536.3,91993332,2841.15
5/25/2017,22573.65,23267.8,22570.35,23190.8,132711087,4830.6
5/26/2017,23151.4,23408.35,23092.35,23362.2,78876968,2631.64
5/29/2017,23310.6,23464,23141.15,23182.75,60052384,2070.83
5/30/2017,23142.1,23337.15,23093.95,23307.25,66704876,2050.67
5/31/2017,23321.2,23469.45,23248.5,23424.8,182918715,5866.26
6/1/2017,23394.1,23396.15,23224.05,23310.15,81509629,2488.5
6/2/2017,23435.2,23453.3,23308.4,23375.9,67217648,2138.9
6/5/2017,23397.4,23494.7,23349.95,23459.65,52203667,1832.18
6/6/2017,23523.05,23536.1,23381.7,23416.3,54088336,1892.27
6/7/2017,23482.85,23606.15,23427.55,23567.65,56452419,1793.66
6/8/2017,23630.35,23659.1,23514.2,23536.1,64825589,2301.45
6/9/2017,23483.95,23708.65,23476.85,23690.9,58400790,1946.72
6/12/2017,23610.15,23630.1,23441.8,23470.45,56374007,1752.71
6/13/2017,23447,23615.2,23446.9,23477.85,47770607,1568.75
6/14/2017,23555.3,23562.8,23399.4,23498.7,81088281,2706.06
6/15/2017,23444.7,23473.3,23311.85,23391.75,72763994,2150.2
6/16/2017,23448.6,23527.65,23391,23502.75,102155200,3301.93
6/19/2017,23571.35,23806.65,23535.7,23742.15,60483537,2207.29
6/20/2017,23720.6,23760.35,23651.2,23697.95,71814671,2145.64
6/21/2017,23638.15,23760.75,23610.2,23708.75,62327766,1879.19
6/22/2017,23716.85,23897.85,23694.15,23736.1,79042264,2671.82
6/23/2017,23772.3,23786.5,23507.5,23542.75,74946434,2296.54
6/27/2017,23636.95,23640.1,23055.75,23216.25,101336046,3170.71
6/28/2017,23209.55,23322.55,23113.65,23235.85,95524464,3008.65
6/29/2017,23312.4,23476,23124.35,23227.3,146858174,4341.23
6/30/2017,23137.25,23254.1,22996.4,23211.2,70715291,2326.93
7/3/2017,23240.35,23330.1,23144.3,23272.8,51036105,1729.62
7/4/2017,23325.5,23363.05,23163.7,23214.2,55294067,1740.14
7/5/2017,23241.9,23380.35,23205.55,23352.6,89709252,1863.29
7/6/2017,23399.5,23540.15,23369.5,23466.65,130090775,2524.9
7/7/2017,23463.75,23492.6,23400.6,23449.15,88942526,1922.97
7/10/2017,23583.25,23964.8,23289.9,23675.05,36606673,704.9
7/11/2017,23744.55,23744.55,23552.6,23584.6,78963065,2486.24
7/12/2017,23623.75,23736.55,23523.65,23695.45,69663347,2115.83
7/13/2017,23817.25,23938,23811,23888.65,84983841,3415.57
7/14/2017,23949.5,23963.65,23755.95,23937.7,71052482,2242.23
7/17/2017,24011.4,24066.1,23913.65,24015.05,65783041,1947.9
7/18/2017,23958.15,24147.45,23942.1,24022.05,75082364,2216.31
7/19/2017,24069.2,24180.75,24053.7,24152.65,72823157,2589.27
7/20/2017,24170.65,24299.6,24170.65,24213.35,91515347,3668.17
7/21/2017,24231.4,24289.3,24066.9,24257.05,65322497,1978.15
7/24/2017,24307.7,24460.55,24234.65,24420.85,74481260,3185.24
7/25/2017,24622.9,24624.65,24450.2,24520.7,76545885,2988.16
7/26/2017,24578.15,24720.9,24484.9,24670.7,132701870,4678.1
7/27/2017,24857.5,25032.25,24799.4,24922.4,152249420,6518.92
7/28/2017,24744.55,24859.75,24651.05,24811.3,100038906,4508.13
7/31/2017,24880.6,25168.1,24828.5,25103.65,130095973,4618.56
8/1/2017,25152.85,25179.5,25000.9,25122.8,71831819,2830.18
8/2/2017,25190.4,25198.8,24926.25,25055.2,86354876,2658.97
8/3/2017,25002.85,25005.15,24619.6,24675.05,88206784,2681.36
8/4/2017,24629.5,24879.7,24591.8,24827.45,67776967,2226.83
8/7/2017,24854.15,24979.35,24844.45,24906.35,52223527,1703.9
8/8/2017,24942.2,24966.05,24534.35,24599.5,70792652,2438.61
8/9/2017,24519.25,24532.4,24328.1,24374.6,78290219,2396.27
8/10/2017,24300.45,24326.9,23822.2,24217.35,87718421,2991.1
8/11/2017,23958.25,24191.2,23868.3,23985.75,157833300,4723.82
8/14/2017,24051.05,24212.15,24038.15,24115.75,76330838,2457.95
8/16/2017,24188.75,24461.2,23947.45,24437.7,94859044,3108.17
8/17/2017,24495.2,24496.2,24121.55,24237.25,69545034,2126.94
8/18/2017,24125.3,24130.15,23925.95,24074.45,60046818,1848.07
8/21/2017,24140.55,24258.95,23882.25,23936.5,69872289,2438.35
8/22/2017,24080.6,24127.45,23852.65,23974.45,70219974,2376.56
8/23/2017,24084.95,24350,24074.15,24316.8,69104870,2237.97
8/24/2017,24374.75,24411.05,24224.85,24274.2,72359374,2608.19
8/28/2017,24351.25,24422.45,24301.35,24377.1,52177374,1685.7
8/29/2017,24302,24320.95,24103.3,24128.95,60922360,1975.39
8/30/2017,24253.05,24384.1,24241.3,24308.7,47423550,1608.21
8/31/2017,24354.35,24354.35,24207.7,24318.4,79848731,2870.65
9/1/2017,24389.2,24494.35,24319.2,24434,66906837,1827.58
9/4/2017,24456.3,24459.35,24156.4,24236.85,52531466,1554.69
9/5/2017,24272.6,24388.05,24256.3,24328.3,47757761,1582.7
9/6/2017,24192.4,24331.3,24151.1,24279.15,59006554,1996.25
9/7/2017,24324.85,24413.1,24246.9,24304.9,69696218,2419.01
9/8/2017,24409.5,24419.25,24273,24370.8,47085077,1785.72
9/11/2017,24468.5,24735.35,24458.25,24672.25,60804947,2973.08
9/12/2017,24779.15,24821.35,24653.6,24784.7,66927717,2387.58
9/13/2017,24818.35,24948.8,24737.8,24831.8,68334647,2053.95
9/14/2017,24857.25,24994.3,24815.5,24912.25,77726236,2746.95
9/15/2017,24840.3,24916.85,24791.55,24844.3,114568146,3754.49
9/18/2017,24948.15,25105.35,24941.75,25046.9,65913355,2319.84
9/19/2017,25059.75,25103.45,24993,25041.55,60118203,1863.2
9/20/2017,24984.65,25052.6,24938.3,24965.05,87376241,2610.17
9/21/2017,24934.1,24992.5,24706.45,24799.25,72279851,2145.8
9/22/2017,24704.55,24709.7,24340,24368.85,91287072,2875.23
9/25/2017,24361.55,24363.8,24015.45,24165.05,92662078,3078.06
9/26/2017,24105.6,24236.95,24017.4,24199.15,66244294,2220.85
9/27/2017,24308.7,24331.85,23766.6,23812.95,80405424,2548.12
9/28/2017,23804.05,24074.2,23611.1,24008.15,136679326,5130.27
9/29/2017,24114,24227.45,24004.8,24053,71703679,2472.66
10/3/2017,24200.6,24226.8,24007.25,24103.4,66828025,2261.64
10/4/2017,24124.15,24230.45,24058.65,24113.3,61740801,2015.35
10/5/2017,24114.75,24188.3,24033.35,24058.05,67125178,2146.7
10/6/2017,24083.55,24242.05,24074.35,24190,84205169,2506.11
10/9/2017,24209.55,24311.1,24156.05,24251.9,66557307,1901.84
10/10/2017,24304.8,24379.75,24273.65,24347.45,62757458,1937.3
10/11/2017,24411.45,24460.25,24054.25,24107.45,75494487,2241.67
10/12/2017,24151.45,24393.4,23978.4,24361.25,73274598,2349
10/13/2017,24411.1,24779.75,24387.8,24689.15,89300075,2661.99
10/16/2017,24815.4,24878.65,24516.55,24703.05,118314121,3043.5
10/17/2017,24697.25,24809.15,24571.85,24645.6,118314121,3043.5
10/18/2017,24354.75,24454.65,24270.05,24313.75,161557992,5266.25
10/19/2017,24238.4,24255.3,23923.7,24009.75,161557992,5266.25
10/23/2017,24085.45,24151,23912.55,24088.9,97553776,3190.93
10/24/2017,24141.95,24293.25,24032.65,24222.15,111802359,3651.65
10/25/2017,24980.65,25157.8,24560.75,25035.9,855272765,24451.16
10/26/2017,24953.95,25186.05,24864.6,25022.2,432393230,13581.88
10/27/2017,24887.6,24995.7,24798.65,24839.55,237949256,7212.61
10/30/2017,24873.65,25064.85,24808.55,24988.55,186719253,5431.39
10/31/2017,25042.1,25078.65,24948.1,25019.35,156985664,5192.78
11/1/2017,25197.3,25549.35,25171.75,25490.45,210657047,5748.96
11/2/2017,25508.4,25598.75,25405.5,25427.3,141562948,3892.7
11/3/2017,25531.4,25695.5,25394.95,25650.7,209613852,5690.55
11/6/2017,25569,25694.6,25529.5,25571.15,113274004,3522.05
11/7/2017,25669.1,25695.75,25248.95,25300.8,142004765,4339.06
11/8/2017,25375.8,25435.6,25119.5,25184.35,129898237,4361.33
11/9/2017,25281,25385.2,25166.15,25291.35,107367752,3437.47
11/10/2017,25250.9,25598.55,25237.2,25498.95,194999284,6170.67
11/13/2017,25570.25,25611.55,25337.25,25358.3,128569682,4353.19
11/14/2017,25352.55,25404.8,25223.1,25284.6,109491821,3473.83
11/15/2017,25241.65,25318.05,25166.35,25218.9,129989778,3765.7
11/16/2017,25292.9,25496.05,25273.7,25446.6,109711080,3078.71
11/17/2017,25875.7,25924.9,25679.55,25728.4,151001517,4336.13
11/20/2017,25733.7,25803.15,25681.7,25768.6,84963946,2806.98
11/21/2017,25829.3,25871.1,25726.5,25757.5,90303101,2801.27
11/22/2017,25805.65,25831.95,25665.85,25766.65,102044483,3098.39
11/23/2017,25826.3,25838.55,25620.95,25736.25,79020195,2607.45
11/24/2017,25776.6,25849,25749.1,25779.65,70107830,2198.91
11/27/2017,25693.05,25931.85,25673.5,25891.95,74084777,2335.02
11/28/2017,25830.45,25953.5,25795.5,25846.4,84399131,2848.45
11/29/2017,25829.65,25877.75,25746.8,25795.7,74982549,2328.48
11/30/2017,25693.8,25700.85,25246.85,25332.4,141631632,4652.64
12/1/2017,25409.55,25441.35,25152.65,25191.95,87545844,2616.4
12/4/2017,25295.05,25297.2,24993.35,25075.1,75646330,2245.68
12/5/2017,25030.75,25217.7,24921.3,25124.85,85698111,2548.03
12/6/2017,25066.3,25077.45,24813.6,24851.8,72791908,2305.27
12/7/2017,24935.3,25097.4,24875.35,25057.25,60226256,1861.55
12/8/2017,25145.5,25367.7,25145.5,25321.15,74109991,2643.7
12/11/2017,25434.75,25448.85,25318.7,25404.85,57217432,1831.26
12/12/2017,25413.4,25416.2,25108.6,25125.45,81540197,2547.35
12/13/2017,25118.2,25270.75,24938.55,25000.35,86127346,2666.3
12/14/2017,25062.4,25205.9,24888.65,25168.2,78224367,2334.37
12/15/2017,25487.15,25559.05,25411.25,25440.3,117591365,4853.16
12/18/2017,25181.75,25759.9,24617.15,25594.55,139126828,4276.89
12/19/2017,25640.9,25757.95,25619.6,25716.2,79480979,2425.56
12/20/2017,25779.05,25780.05,25566.05,25591.7,119152801,3314.47
12/21/2017,25608.25,25629.95,25508.9,25554.3,76744356,2385.9
12/22/2017,25615.6,25694.5,25560.5,25648.55,83031068,2348.24
12/26/2017,25659.75,25712.95,25545.6,25675.25,60209393,2051.24
12/27/2017,25652.85,25733.2,25429.55,25496.05,73081341,2086.71
12/28/2017,25463.6,25561.95,25417.4,25490,111429897,3447.81
12/29/2017,25484.85,25566.4,25450.25,25539.45,65580984,2235.28
1/1/2018,25565.75,25588,25271.55,25318.1,57576913,2037.55
1/2/2018,25382.2,25425.5,25232.8,25338.25,72033811,2270.36
1/3/2018,25425.75,25454.9,25300.9,25318.6,59730356,1958.21
1/4/2018,25367.65,25490.35,25310.3,25462.6,105995860,2646.62
